	Name	Info	Website	Year of foundation	Category	Province	Town
383	Qoints	"Qoints is a collaborative repository for digital marketing data; it allows marketers to monitor the success of their campaigns against their competition in real time and gain actionable intelligence from the data they collect. The insights and predictions Qoints generates are used by brand marketers (and their agencies) to justify tactical decisions before, during and after a campaign and get maximum ROI from a marketing budget. Using a democratized approach to performance benchmarking and data warehousing, Qoints delivers a simple, data-driven solution that provides digital marketers with the competitive intelligence they need to create the most effective promotions for their target audiences."	http://www.qoints.com/	Founded in 2013			
384	Quizzio	Quizzio is a Montreal-based startup using Machine Learning algorithms to predict how kids will answer general knowledge quizzes and adapt questions to enhance the learning and playing experience. Our mission is to propose an iPad game targeting kids 7+ years old that they truly enjoy playing while they learn and get exposed to geography, history, technology, architecture, sports, movies, etc. Quizzio is a native IOS game where the player navigates through maps by completing series of quizzes. Using a crowd sourced approach (curated by Quizzio), the content available in the game keeps growing and allow the player to get specific on a set of topics or broaden his knowledge by exploring new topics. Through proprietary algorithms (federal IRAP funding) we are able to pick content that is appropriate even if the player picks categories he has never explored before. As the player plays the game, we build his knowledge matrix.	http://www.quizz.io	Founded in 2016	Technologie éducative	QC	Montréal
385	R/ally	Provider of machine learning human capital search services. The company's platform match a user's needs to another user's skill sets, improving productivity and also senior management with a graphical representation of the quantity and quality of skills, experience and knowledge across the enterprise.	http://rallyyourgoals.com/	Founded in 2013			
386	Rare (Email Marketing)	Operator of an e-commerce marketing automation platform designed to send personalized emails to customers. The company's automated marketing platform uses algorithms and observed online behaviors to target customers with product recommendations through an email service enabling companies to individualize the content and delivery time for every single one of their customers.	https://rare.io/	Founded in 2014			
387	Rave Inc.	Rave combines the most popular mobile activities: watching videos, text messaging, and talking over VoIP. It’s the world’s first multimedia messenger app that allows users to watch their favourite videos in prefect sync while simultaneously socializing with friends in real time.</p>	https://rave.io/	 			
388	receptiviti.ai	Receptiviti enables bot makers and AI technologists to empower their platforms with emotional intelligence so they can discriminate between their users’ feelings, emotions and thinking styles, and use these insights to guide actions, communication styles and build stronger relationships and user dependencies.	http://www.receptiviti.ai/	Founded in 2016			
389	reDock	AI that builds winning proposals.<br></p>	www.redock.com	 			
390	Repustate	Text Analytics API for the Enterprise	https://www.repustate.com/	Founded in 2008			
391	Responsive.AI	"Online wealth manager &amp; platform using Artificial Intelligence (AI) to enhance client understanding and investment decisions."	http://www.responsive.ai	Founded in 2015			
392	Resson	Resson Aerospace is a bioinformatics and data analytics company, delivering customized agriculture solutions for large corporate clients. Utilizing recent advances in large-scale cloud-based data processing, swarm robotics, and advanced data analytics, its proprietary Resson Agricultural Management and Analytics System gives the agricultural operator analytical insight and dynamic control over the farm area. Resson Aerospace’s Resson Agricultural Management and Analytics System, data-driven agriculture solution, analyzes crop metrics to assess crop status and health, providing operators with the information required to optimize agricultural operations, improve efficiency, boost yields, and maximize profitability.	http://resson.com/	Founded in 2013			
393	Robian	"Robian takes the mystery out of A.I. by allowing anyone with a basic understanding of spreadsheet formulas, to easily design and execute a fully automatic trading strategy – programmers and PhD’s need not apply. After winning 4 Canadian SR&amp;ED grants (Scientific Research &amp; Experimental Development) - with patent applications now underway - we provide effortless A.I. design, with no structured coding. Robian will benefit large brokers, boutique trading houses, individual traders and even robo-advisors. Scaled in the cloud, it can manage thousands of portfolios at once, complete with prospecting and personalized management: finding and adjusting entries, exits and risk with automatic course correction - in real time."	https://youtu.be/qMig_RtdN3A	Founded in 2016			
394	robotiq	At Robotiq, we free human hands from repetitive tasks. We help manufacturers overcome their workforce challenges by enabling them to install robots on their own. They succeed with our robotic plug + play tools and the support of our automation experts community. Robotiq is the humans behind the robots: an employee-owned business with a passionate team and an international partner network.	http://robotiq.com/	Founded in 2008	Robotique / Drone / Internet des objets	QC	Québec
395	RoofAI	Roof Ai is a messaging platform that enables smart and instant communication between real estate businesses and their customers.	https://roof.ai/	Founded in 2016	Agent conversationnel	QC	Montréal
396	ROSS Intelligence	Developer and provider of a digital legal research platform. The company offers a platform that utlizes natural language processing technology to answer legal queries.	http://www.rossintelligence.com/	Founded in 2014			
397	RSVP Technologies	RSVP has developed “Natural Language Processing” (NLP) and “Question Answering” technologies specifically for mobile devices. NLP is based on a database of 200 million existing questions and answers to quickly translate in Chinese and English. The funding will help RSVP further develop and customize its current product to meet the specific needs of customers in China and to attract new business through marketing and distribution strategies targeting the Chinese market.	http://www.rsvptech.ca/	Founded in 2013			
398	Rubikloud	Empowering Retailers with Data-Driven Decisions.</p>	https://rubikloud.com/	 			
399	Rubikloud Technologies	Developer of retail intelligence platforms designed to empower retailers to leverage machine learning and big data systems in meaningful ways. The company's retail intelligence platforms gathers retailer data from online and offline consumer behaviors enabling retailers to gain insight into preferences ranging from product affinity and price sensitivity, to response prediction and demand forecasts.	https://rubikloud.com/	Founded in 2013			
400	rueview	RueView is a turn key traffic forecast platform which intuitively integrates weather and congestion data, using the sophistication of machine learning, to make traffic simple. By targeting our simple traffic forecast metrics at companies, developers, and policymakers, RueView aims to have maximal impact on reducing congestion. Groups that would benefit from integrating traffic congestion forecasts into their products, at a cost cheaper than putting the problem to a data science department.	http://rueview.io	 			
401	Rumble	Open video platform with rights management technology using a machine learning DRM algorithm.</p>	https://rumble.com/	 			
402	Rumble Inc.	An open video platform for publishers and creators.	https://rumble.com	Founded in 2013			
403	S3r3nity	"LUMINARY - Hand-free real-time access to practical knowledge ; UBIK - Intelligent collective corporate memory ; DEEP NEGOTIATION - Deeplearning for automated e-commerce negotiation ; AI FOR SMART CITIES - Automated Dynamic Smart City ; AI4REAL - Human Behaviour Replicator ; TERRAFARMING - Ecosystem Regenerator ; GENTLEDROID - Automated High Value Information Handling ; ;WORK FREEDOM - Marketplace of Automated Tasks and Expertise ; PREZURE - Action/Decision Based Predictive System ; UNEXPLORED TERRITORIES - Autonomous Territory Exploration"	http://www.s3r3nity.com	 	Chaîne de blocs	QC	Montréal
404	Safe Lagoon	Safe Lagoonâ€™s cloud AI engine and app provide a safer smartphone experience for children and peace of mind for their parents	https://safelagoon.com	Founded in 2015			
405	Sage Senses	Powerful embedded machine learning software for ordinary microcontroller chips that semantically interprets output of variety of sensors (eg. audio, motion, vision, biological, chemical) in consumer and industrial IoT devices for benefit of 3rd party developers.	 	 			
406	SalesChoice	SalesChoice is a SaaS-based predictive and prescriptive analytics company that increases the performance of business-to-business sales.	http://www.saleschoice.com	Founded in 2012			
407	SalesChoice	"SalesChoice is a SaaS Predictive &amp; Prescriptive analytics company that increases the performance of B2B sales. We make the world of sales smarter by analyzing Salesforce CRM data and external data sources fed into SalesChoice's predictive analytic insight engine. We specialize in sales prioritization, sales forecasting, predictive pricing, and propensity to purchase scoring, using machine learning methods. Our market entry is on the SalesForce.com App Exchange."	http://www.saleschoice.com/	Founded in 2012			
408	ScopeAR	Provider of augmented reality training services. The company's platform WorkLink enables organizations to turn instructions, processes, training, and more into highly interactive and animated content with AR. It is also operating a remote assistance platform, dubbed Remote AR. With that platform, a technician can use a smartphone to show a camera view of an object that needs repair and send that video to another expert.	http://www.scopear.com/	Founded in 2010			
409	ScopeMedia	ScopeMedia built and advanced video and image recognition artificial intelligence platform for image data visualization and applications	http://www.scopemedia.com	Founded in 2013			
410	Seamless Planet	At Seamless Planet our mission is to provide a simple and effective solution for individuals who want access to experiences anywhere in the world. We've accumulated a vast inventory of activities, things to do and unique experiences to offer to travelers. When searching for the perfect experience for the traveler, we use a mix of artificial intelligence and the human touch to personalize the best activity that fits the travelers needs and wants.	http://www.seamlessplanet.com	Founded in 2014	Application mobile	QC	Montréal
411	Seevibes	Audience intelligence to support performance marketing across devices and advertising networks.	http://www.seevibes.com/fr/	 			
412	Semantile	Semantic Relevance Engine	http://www.semantile.com/	 			
413	SensAura	Sensaura is a real-time biosignal emotion recognition platform.	http://sensauratech.com	Founded in 2014			
414	SenseAI Technologies	Industrial energy-saving through IOT and AI. <br></p>	http://www.senseai.com	Founded in 2017	Robotique / Drone / Internet des objets	QC	Montréal
415	Senso.ai	Senso is developing the broker of the future to help mortgage lenders and brokerages acquire, onboard, and retain profitable customers with actionable data-driven insights.	http://www.senso.ai	Founded in 2017			
416	SepticSitter	 	https://septicsitter.com/	 			
417	SettleUp	"We use automation and machine learning to profile customers, allowing us to more effectively engage that debtor at a time, place and through a method (email, SMS, ""my account"", live chat, mail and telephone) that best suits them. A beautiful UX with a tailored experience for each debtor (and Creditor), giving them a transparent view of the process and negotiating with them in real time to reach the best solution for everyone. In-depth Dashboard for creditors to view realtime information about their portfolio and the ability to adjust the recovery process to align with their company brand and values. A rules based engine to ensure 100% compliance in every interaction."	http://settleup.co	Founded in 2016			
418	SHM Controls	Developer of the SHM Controller - a smart touch-screen device that employs a predictive-adaptive algorithm to control boilers, pumps and hot-water tanks in buildings. Using a mesh network of IIoT wireless sensors, it generates natural gas savings of 30% on average thus reducing operating costs. Owners and managers have complete remote control over their heating and hot-water system using smartphones, tablets or laptops, and can also receive emergency alerts via text/email, at times even hours before they occur	http://www.shmcontrols.com/	 			
419	Shoelace Technologies	Provider of an artificial intelligence powered virtual assistant tool created for e-commerce re-targeting. The company's virtual assistant helps e-commerce merchants launch re-targeting campaigns on social media enabling them to recapture visitors who abandon their website and increase sales.	http://shoelace.com/	Founded in 2015			
420	SidekickPS	Sidekick is a global IT social marketplace that brings consumers and enterprises together with XaaS companies and their local consultants, experts, and integrators. The service provides deep dive learning content, real-time solution information updates, and suggestive advice so businesses and employees can make more informed, purposeful and valued decisions in their IT purchases.	http://sidekickps.com	Founded in 2016			
421	Sightline Innovation Inc.	Sightline Innovation is redefining computing with the most advanced machine learning platform for data analysis in real time.	http://www.sightlineinnovation.com/	Founded in 2012			
422	Sign.fm	 	http://www.signl.fm/hello/	 			
423	Silentale	Silentale Cloud enables unified customer behavior models for each individual based on their cross-channel activity. Using these profiles, Silentale Cloud enables marketing tools to adaptively profile customers allowing organizations to deliver personalized experiences.	http://silentale.com	Founded in 2008	Marketing / Médias sociaux	QC	Montréal
424	Singolar	Provider of an artificial intelligence and data analytics platform. The company offers objective, predictive and prescriptive machine learning data based analysis for business problems and customer management.	http://www.singolar.com/	Founded in 2015			
425	Sitata	Sitata offers an application that enables travelers to find safety information about locations.Sitata enables its users to connect with other users to find information about places. The application enables its users to find information about healthcare services and emergency numbers. It also provides real-time notifications about weather, outbreaks, protests, and more. It also enables organizations to obtain information and provide secure and healthy conditions for their employees. By using the application the healthcare service providers are able to promote their services to travelers.	http://www.sitata.com	Founded in 2012			
426	SKYNET.ME.UK	 	http://www.SKYNET.ME.UK/	Founded in 2015			
427	Smartforce Software	Aidu by Smartforce Software is currently being validated by our key partners in our early adopter program. Aidu helps reduce the time to proficiency for your new employees. Aidu can also align your best practices among existing employees. Aidu dramatically reduces training costs and improves human service skills by invoking your best practices through artificial intelligence.	http://www.smartforce.io	Founded in 2012			
428	Smooch	Smooch is the best way to have personal, rich conversations with your customers online or in your mobile app. We handle thousands of communication for successful startups and leading companies around the world, every year. Our features, integrations and developer-friendly APIs let our users focus on delivering the best possible service.	https://smooch.io/	Founded in 2015	Agent conversationnel	QC	Montréal
429	SnapTravel	SnapTravel is the fastest and easier way to book a hotel room. There is no app to download. Reach us over SMS, Facebook Messenger, and Slack. Simply message us your travel city, dates, budget and let us do all the hard work to find you the perfect hotel room for your stay. We scour hundreds of sources - you will not find a better price anywhere else.	http://www.getsnaptravel.com	Founded in 2016			
430	Sonn Beverage Systems	Sonn Beverage Systems is producing an innovative and patent-protected system that uses sonochemistry to enhance beverages. Leveraging our base technology, Sonn Beverage Systems applies voice AI to bring a degree of personalization and control to the creation of coffees, teas, and alcoholic beverages. While comparable in time to pod machines, our system is more efficient and produces only green waste (either compostable or recyclable) while delivering a superior end product.	http://sonnbevsys.com/	Founded in 2016			
431	Sortable	Sortable's ad technology works intelligently behind the scenes to optimize your ad impressions so you can focus on creating great content	http://sortable.com/	Founded in 2014			
432	SpecterAI	Our first product will be our restaurant management system, followed by our hotel and resort system. Both systems are a part of our hospitality program. Our technology will benefit our clients in ways never before imagined by harnessing the power of AI to effectively manage an entire franchise with full autonomy.	http://www.specterai.com	 			
433	spender.ai	Spender is a revolutionary Artificial Intelligence based mobile Personal Financial Assistant that tracks and PREDICTS your spending behavior, savings, bills and debt in real time. Our patent-pending AI based algorithms warn a user BEFORE they overspend, hence keeping them on track towards their financial goals. Considering the current 160%+ debt-to-disposable income ratio, overspending by consumers is a MASSIVE pain point, and will get even more painful in years to come. Additionally, our product roadmap envisions friction reduction by utilizing narrow AI based voice I/O so it can listen to your voice commands and respond appropriately with contextual responses. Utilizing AI and machine learning in all its forms to reduce friction and enhance user experience is central to our design philosophy, along with social virality which has been baked-in from inception.	http://www.spender.ai	Founded in 2017			
434	Sphere Play	Complete platform to enable broadcasters, publishers and commercial content distributors to integrate virtual reality to their existing media distribution workflow via their own apps and websites.	http://www.sphereplay.com/	 	Vidéo 3D / Réalité virtuelle/augmentée	QC	Montréal
435	SPILL AD	 	http://spillad.com/	 	Marketing / Médias sociaux	QC	Montréal
436	SpongeWise	machine learning to help you learn	http://www.spongewise.com	Founded in 2015			
437	SPORTLOGiQ	Provider of analytics data for professional hockey teams. The company's platform helps in analyzing player movement and provide context to game analysis by using player tracking and activity recognition.	http://sportlogiq.com/	Founded in 2014	Analytiques	QC	Montréal
438	Sqirl Capital	Sqirl Capital gives enterprise lenders the ability to accept, assess and issue loans entirely online	http://www.sqirl.ca	Founded in 2015			
439	StackAdapt	We believe that demanding more levers to pull is no longer solving marketers' challenges. In other words, adding complexity is not the answer. Instead, we believe the future of technology lays in automation and the convergence of machine and human intelligence.	http://www.StackAdapt.com	Founded in 2016			
440	Stamp Content	Structura builds advanced high-performance algorithms using modern machine learning to push forward the state of the art in 3D atomic structure discovery of biomolecules including proteins, complexes, and viruses. We work closely with the global cryo-EM academic community and multinational pharmaceutical companies.	http://www.stampcontent.com	Founded in 2016			
441	statflo	"Statflo aims to improve wireless customer service by using carrier and POS data processing tools. The company offers smart lists, which processes customer records to automatically start conversations between customers and employees; a CRM optimized for the retail front line; and on-demand report generation tools."	http://www.statflo.com/	Founded in 2012			
442	Steamsharp Technology	Steamsharp is a sports analytics company that provides an automated API for all-play oddsmaking data.	http://www.steamsharp.com/	Founded in 2011			
443	Stoovo	A.I. Powered Financial Assistant	http://www.stoovo.ai	Founded in 2016			
444	Stradigi AI	Stradigi AI is a leading AI powered solutions provider, backed by an applied research lab committed to bringing excellence & smarter results to international businesses.</p>	https://www.stradigi.ai	 	Services (consultation, R&D)	QC	Montréal
445	Stratuscent	Sensing Dynamics is a start-up from Montreal, Canada that is developing CloudSense, an electronic nose platform. CloudSense is a ubiquitous chemical sensing platform technology that can quantify and identify chemical footprints that are omnipresent in our environment. This ability to sense chemical fingerprints in a smart environment can provide context to the decision making process in smart devices.	http://www.stratuscent.com	Founded in 2014	Robotique / Drone / Internet des objets	QC	Montréal
446	Strawhouse	We blend financial resources, creative strategy and machine learning to launch and scale billion dollar consumer brands	http://strawhouse.com	Founded in 2013			
447	Structura Biotechnology	Developer of machine-learning algorithms for drug testing. The company develops machine-learning algorithms to help researchers study and reconstruct 3D atomic structures of proteins, bio-molecule complexes, viruses and similar components in drugs.	https://structura.bio/	Founded in 2016			
448	Suede Lane	Suede Lane is redefining how we discover and buy original design. We use human and artificial intelligence to curate and sell unique goods from emerging artists and designers worldwide. We do this through an interface that enables people to cultivate their taste without needing to know any art/design industry jargon.	http://suedelane.com/	Founded in 2011			
449	SweetIQ	"Consumers search the Internet for locally available products &amp; services. They rely on accurate business information, positive reviews &amp; engaging social interactions to make purchasing decisions. sweetiQ is a unified local search marketing SaaS for retail chains &amp; marketing agencies to increase their online presence, publish &amp; correct business information across the web, manage consumer reviews &amp; engage prospects on social channels to drive in-store foot traffic &amp; increase sales."	https://sweetiq.com/	Founded in 2010	Marketing / Médias sociaux	QC	Montréal
450	Swipe Identity	Provider of a SaaS security platform. The company helps users to authenticate data in a two-factor technology and exchange data in an easy manner.	http://www.swipeidentity.com/	Founded in 2013			
451	Sym.ai	Sym.ai is a custom built platform and management system for the creation of industry specific bots. The first AI is called Airbots.io, an automated property management bot for investment properties. Other vertically focused bots will be rolled out in the coming months.	https://Sym.ai	 			
452	Symend	Provider of debt data recovery platform. The company's debt data recovery platform combines automation and predictive analytics to improve productivity and effectiveness of the recovery processes.	http://symend.com/	Founded in 2016			
453	synaptive medical	Synaptive Medical has dedicated more than 50 engineers and scientists specifically to the development of neurosurgical technologies. The result? Our BrightMatter™ Neurosurgery Products provide advanced tools and information for surgeons and hospitals to focus on patient outcomes. Synaptive Medical collaborates with top neurosurgeons, radiologists, and healthcare facilities to innovate and integrate these technologies in a way that is cost effective, clinically relevant, and aims to improve patient care. From informatics to automated surgical positioning systems and imaging, Synaptive Medical provides you with the tools needed to focus on what matters.	http://synaptivemedical.com/	Founded in 2012			
454	Synervoz Communications	Provider of an on-voice chat platform designed to offer intelligent noise cancelling. The company's mobile application turnmeup, helps people to talk while listening to music, as well as uses VoIP-over technology to enable spontaneous voice chat, enabling consumers to automate voice detection, speaker identification, voice commands, gestures, physical buttons and other controls.	http://www.synervoz.com/	Founded in 2014			
455	Syngli	Syngli is an early stage educational technology startup that develops an online platform for teaching and learning efficiency.	http://syngli.com/	Founded in 2014			
456	Systelos	platform that automates and improves ahow wealth is managed to free advisors and their clients to do what they love	http://mysystelos.com	Founded in 2017			
457	Tabnex	integrated intelligence for every stage of your recruitement workflow	http://tabnex.com	Founded in 2016			
458	TalentAccurate	"A technical advisor on IT Recruitment for Startups to find the best matching talents with 90% accuracy, saving 30% money &amp; 40% time."	http://www.alpha.talentaccurate.com/static/#!/	Founded in 2017			
459	Talentful	Provider of an online platform for recruitment assistance. The company's online recruitment platform helps employers to hire candidates who match professional skill requirements by tracking data from their social accounts, public sites and area of interests.	http://www.talentful.io	Founded in 2015			
460	TalentSnap	We are creating a talent marketplace that will change the way companies see recruiting	http://synapseint.com	Founded in 2013			
461	Talera	 	http://talera.io	Founded in 2017			
462	Tanka Technologies	Tanka helps proactively protect green space, industrial assets, and populations by detecting fires and alerting response teams much faster, in the critical window after ignition but before a fire is fully developed.	https://www.tanka.com/	 			
463	TapWealth	TapWealth is an automated assistant aimed at helping us become better savers and reaching our financial dreams. It connects to a customer's bank account and learns their spending and income patterns and behaviors. Customers then create their short-term savings goals, anything from a new pair of headphones to a trip to Thailand. TapWealth then figures out how much it can safely set aside without affecting the customer's day-to-day expenses. Whenever a customer wants their money back, they simply send TapWealth a message with the amount they would like to withdraw.	http://tapwealth.com	Founded in 2017			
464	tealbook	"Peer driven supplier intelligence, discovery and identification; increasing scale and speed of procurement teams."	https://tealbook.com/	Founded in 2014			
465	Techinnov	Established in Montreal, Canada. Software Engineering Consulting Group is a consulting company composed by software engineers, developers, computer scientists and subject matter experts in information technology. We provide large-scale software solutions for various companies. Our expertise and passion is a mixture of ongoing life-long learning in our domain, combined with extensive work experience. Our professionals work for prestigious world-renowned corporations in different industry fields such as aviation, business solutions and entertainment which gives our team its famous heterogeneous background. In addition to our business, as part of our comittment for a better and smarter planet we participate in various research projects, which gives us the opportunity to stay in the frontline of new technology.	http://techinnov.ca	 	Services (consultation, R&D)	QC	Montréal
466	TechNick.Ro	our product is an autonomous lawn mower. it helps the customer landscape their yard. The customer is Governments, counties , municipalities, framers, anyone who has a sizeable yard, that need to cut costs and increase revenue.	 	 			
467	Tenstorrent	Tenstorrent is building a new processor engineered to power machine learning and smart hardware.	http://tenstorrent.com	Founded in 2016			
468	Terrene	Load any data from any datasources and run predictive analytics on it.	http://terrene.co	Founded in 2015			
469	Thalmic Labs	Thalmic Labs is pioneering new ways of interacting with digital devices. With a mission to merge people and technology, the company is revolutionizing how they will interact with technology in the future. Its first product, the Myo™ armband, measures electrical activity in muscles to wirelessly control computers, phones, and other digital technologies.	https://www.thalmic.com/	Founded in 2012			
470	the bauhub	The Bauhub is a global collective of senior creative minds. With over 2200 years of experience our members work in all areas of advertising, marketing communications and programming.	https://www.thebauhub.com/	Founded in 2008			
471	The Writing Project	The Writing Project is a smart and inclusive writing + publishing platform for students and educators.	http://thewritingproject.com/login	Founded in 2012			
472	ThinkCX	Provider of a machine learning platform to monitor the predictive insights of customers. The company has developed technology that uses social intelligence to help companies to optimize the value of subscription-based or recurring-billing customers. It also provides their clients with a machine-learning analytics services that helps them to mitigate the losses caused by customer churn.	http://www.thinkcx.com/	Founded in 2012			
473	ThinkData Works	Provider of a data aggregation platform designed to access high value data in standard usable formats. The company's data aggregation platform aggregates public data and information from all levels of government and other sources, enabling developers, businesses and citizens to solve civic problems and create new business opportunities.	http://thinkdataworks.com/	Founded in 2014			
474	ThinkSquare	ThinkSquare is an AI-based career matching and optimized job search platform that provides a curated list of jobs personalized to individual skills, experience, and preferences.	http://www.thinksquare.io/	Founded in 2015			
475	Thirdshelf	"Developer of loyalty marketing SaaS for independent retail merchants. The company helps merchants retain and maximize the lifetime value of their customers, using machine learning to convert item-level purchasing data into customer insights that trigger personalized offers and recommendations to drive repeat purchases. The company has partnered with some of the largest point-of-sale vendors for our market segment; including Lightspeed, Vend and Springboard Retail."	https://www.thirdshelf.com/	Founded in 2014	Marketing / Médias sociaux	QC	Montréal
476	TiiiP	"At TiiiP we use AI to help doctors, researchers and health organizations leverage large scale patient data to improve the care of underserved patients. We are building a virtual ""social worker"", similar to Siri, that helps doctors divert the care of patients to community care providers and reduce the strain on hospitals and other doctors, and as a result, saving billions in health care costs."	http://tiiipapp.com	Founded in 2016			
477	Time is Life	Time Is Life is a FinTech company specialized in data processing and data analysis in the area of GRC (Governance, Risk, Compliance).	http://www.timeislife.com	Founded in 2011	Analytiques	QC	Montréal
478	Tizamo	Patented, Full-stack machine intelligence with streaming big data analytics and domain specific data connectors. Used to predict network failures before subscriber impact. Used to provide geo-specific offers to targeted customers impacted by network quality. Used to automate network operations and reduce OPEX	http://www.tizamo.com	 			
479	TrackMyStack.com	"Medical adherence is a $200billion+ problem in the US alone. We combine the benefits of existing companies such as PatientsLikeMe (health network), MediSafe (Adherence App), with CureTogether (crowd-sourced data). Our platform helps those with health goals or health conditions log symptoms, learn about what treatment works and what doesn't, we keep stacks (or careplans) open by nature so users can find other patients like them and browse their efficacy, we also generate reports based on this data that can be used by patients and the medical community. Lastly, we bring together AI to determine triggers that cause flare ups and AI to determine when a caregiver needs to be alerted regarding the user's health. We are in trials with some clinics and r&amp;d firms to determine if our product is effective."	https://trackmystack.com	Founded in 2015			
480	TripElephant Inc.	Machine Learning Marketing Technology and Travel Planning	http://tripelephant.com/	Founded in 2014			
481	Triskk	Triskk is a language learning web application that emphasizes speaking from day one through: (i) a machine learning algorithm that helps users find suitable language partners to practice your conversational skills for free, and (ii) one-on-one paid lessons with teachers.	http://www.triskk.com	Founded in 2017			
482	Trulioo	Based in Canada, Trulioo is a global identity verification company that offers instant electronic identity and address verification for its users. The company provides advanced analytics based on traditional information such as public records, credit files, and government data as well as alternative sources, including social login providers, ad networks, mobile applications, e-commerce websites, and social networks. It scores online identities as authentic, machine generated, or fraudulent with its identity bureau covering over 40 countries, including China, Russia, and Brazil. Trulioo was founded in 2011.	https://www.trulioo.com	 			
483	Two Hat security	Provider of a data classifier and moderation toolkit. The company provides a data classifier and moderation toolkit, which uses artificial intelligence to tackle cyberbullying, harassment and abuse in online communities.	https://www.twohat.com/	Founded in 2012			
484	Two Tall Totems	Two Tall Totems is a premium mobile application development team based out of Vancouver Canada experienced in iPhone iPad Android and HTML5.	http://www.twotalltotems.com	Founded in 2010			
485	Tylio	The affordable solution to increase brand visibility	https://www.tylio.com/	Founded in 2015	Marketing / Médias sociaux	QC	Saint-Lambert
486	ucic	UCIC allows you to ask users all over the world for a photo or video of current events, weather or anything that they see around them. See anywhere in real-time!	http://ucic.vc/	Founded in 2014			
487	umanx	entreprise en démarrage spécialisée en robotique	https://umanx.com/	Founded in 2014	Robotique / Drone / Internet des objets	QC	Québec
488	Unata	Unata powers the future of 1-to-1 omni-commerce for retailers, interconnecting all digital touchpoints including circulars, ecommerce, loyalty programs and beacons through an omni-channel experience that links web, mobile, email and more.	http://www.unata.com	Founded in 2009			
489	UrbanLogiq	Provider of a cloud-based urban data analytics platform intended to make city planning faster, cheaper and more accurate. The company's urban data analytics platform permits tracking and visualization of business data, gathering of actionable intelligence and early warning indicators, analysis of business changes and economic development as well as tracking of transportation and traffic data, enabling governments to simplify workflow, identify opportunities and risks and increase efficiency of processes.	https://www.urbanlogiq.com	Founded in 2016			
490	Usful	Usful is a technology product company that creates solutions to 1) contribute to the energy crisis, 2) contribute the resource crisis, 3) improve the human condition. It does this through the application of technology and artificial intelligence.	http://www.usful.co/	Founded in 2016			
491	Validere	Validere makes a handheld device that provides instant testing of liquid products to large industries	http://validere.com/	Founded in 2014			
492	Vantage Analytics	Developer of a data analytics platform. The company develops a business intelligence platform that turns customer data into business insights and helps both e-commerce and brick and mortar stores to boost sales and attract repeat customers.	http://gotvantage.com/	Founded in 2013			
493	Vention	Provider of a browser-based 3D machine builder platform that is suited for the design of fixed and automated equipment in the fields of small business automation, lean manufacturing, product validation and research, and industrial design. The company's browser-based 3D machine builder platform consists of a library of structural, motion and control components, a free cloud-based 3D Machine Builder, artificial intelligence-enabled 3D constraints, enabling designers to design and order their custom industrial equipment in a few days.	https://www.vention.io/	Founded in 2015	Autres	QC	Montréal
494	Verafin	Verafin provides compliance, anti-money laundering, and fraud detection software.	http://www.verafin.com	Founded in 2003			
495	Veri (Social App)	Developer of a celebrity interaction platform. The company's platform enables users to connect with social celebrities and allows digital influencers to interact with fans through paid bookings.	http://veriapp.co/	 			
496	Vertical(Electronic Equipment)	Provider of robotic motion control platforms for cinematic cameras designed to capture aerial shots. The company's robotic motion control platform offers computer vision guided robotics technology that can integrate with any drone and turn it into filming tools for film-makers and journalists, enabling budding photographers and videographers to capture aerial shots.	http://www.vertical.ai/	Founded in 2014			
497	Verve.ai	Augmented Intelligence Automation for Customer Centric Companies.</p>	http://verve.ai/	 			
498	Vhrtech.ai	We are dedicated to create virtual assistants using Artificial Intelligence, machine and deep learning.	http://www.vhrtech.ai	 	Agent conversationnel	QC	Montréal
499	Viafoura	Provider of an audience development platform. The company develops software that allows media brands to grow their audience through engagement, analytics, and consumer experience management tools.	https://viafoura.com/	Founded in 2012			
500	VisBrain	Powered by data science and machine learning technology, we focus on culture, building consistency from top to bottom, to unleash the power and energy of every individual in your organization.	http://visbrain.com	Founded in 2016			
501	Visier	Developer of a people strategy platform designed to transform business analytics. The company's people strategy platform lets leaders to get access to meaningful answers to business questions in real time, from the cloud, with no dependency on technical resources, enabling businesses to shape business strategy and take better action.	https://www.visier.com/	Founded in 2010			
502	visr	Parenting has never been tougher, but they’re here to help. They support parents by analyzing millions of social media interactions, to identify, alert and provide insight of issues ranging from bullying to mental health concerns.	http://visr.co	Founded in 2015			
503	VIV Life Group	VIV Life is a smartphone application that enables individuals to discover and enjoy restaurants and bars in their localities. Its users can share invites to these places with their loved ones, get connected to maps, and find Ubers.	http://LiveVIV.com	Founded in 2014			
504	VoPay International Inc.	VoPay is a personalised marketplace for currency exchange which directly connects the supply and demand for currency.	https://vopay.com	Founded in 2014			
505	Walter	We're building a platform on which a tech company can manage all money related tasks in one place. A typical 10 person technology company has 20+ financial services (credit card, bank accounts, etc). The name Walter comes from the financial assistant bot built into Walter that automatically completes financial tasks for users. Our team is obsessed with freeing up founders time so they can build technology that solves important problems.	http://meetwalter.co	Founded in 2016			
506	WatrHub	Provider of data and analytic services designed to deliver timely, tailored market intelligence on water and wastewater systems. The company's data and analytic services architect the market data and insights to solve world's water challenges, enabling equipment suppliers, municipalities and plant operators to track analytics from diverse data sources and strive towards water-sustainable future.	http://www.watrhub.com	Founded in 2011			
